customer_id,region,bill_start_month,bill_end_month,product_id,bill_amount,recurring_flag,bill_month
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-05-07,2024-12-22,1,148.35,1,2024-05-07
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-06-06,2024-12-22,1,119.85,1,2024-06-06
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-07-06,2024-12-22,1,162.18,1,2024-07-06
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-08-05,2024-12-22,1,84.01,1,2024-08-05
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-09-04,2024-12-22,1,107.64,1,2024-09-04
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-10-04,2024-12-22,1,152.21,1,2024-10-04
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-11-03,2024-12-22,1,83.98,1,2024-11-03
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-12-03,2024-12-22,1,104.5,1,2024-12-03
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-07-10,2024-10-23,2,170.11,1,2024-07-10
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-08-09,2024-10-23,2,88.15,1,2024-08-09
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-09-08,2024-10-23,2,156.25,1,2024-09-08
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-10-08,2024-10-23,2,105.11,1,2024-10-08
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-07-13,2024-11-19,3,68.98,1,2024-07-13
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-08-12,2024-11-19,3,70.11,1,2024-08-12
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-09-11,2024-11-19,3,142.24,1,2024-09-11
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-10-11,2024-11-19,3,172.58,1,2024-10-11
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-11-10,2024-11-19,3,75.91,1,2024-11-10
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-10-10,2024-04-09,4,128.71,1,2023-10-10
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-11-09,2024-04-09,4,84.55,1,2023-11-09
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-12-09,2024-04-09,4,181.19,1,2023-12-09
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-01-08,2024-04-09,4,159.22,1,2024-01-08
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-02-07,2024-04-09,4,173.66,1,2024-02-07
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-03-08,2024-04-09,4,177.86,1,2024-03-08
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-04-07,2024-04-09,4,162.41,1,2024-04-07
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-04-20,2024-08-30,5,178.58,1,2024-04-20
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-05-20,2024-08-30,5,131.98,1,2024-05-20
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-06-19,2024-08-30,5,154.05,1,2024-06-19
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-07-19,2024-08-30,5,137.88,1,2024-07-19
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-08-18,2024-08-30,5,108.56,1,2024-08-18
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-05-15,2024-10-15,6,150.81,1,2024-05-15
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-06-14,2024-10-15,6,102.89,1,2024-06-14
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-07-14,2024-10-15,6,80.2,1,2024-07-14
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-08-13,2024-10-15,6,153.34,1,2024-08-13
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-09-12,2024-10-15,6,174.57,1,2024-09-12
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-10-12,2024-10-15,6,192.01,1,2024-10-12
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-07-09,2024-10-23,7,142.85,1,2024-07-09
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-08-08,2024-10-23,7,155.68,1,2024-08-08
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-09-07,2024-10-23,7,152.3,1,2024-09-07
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-10-07,2024-10-23,7,87.94,1,2024-10-07
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-09-27,2024-04-23,8,184.18,1,2023-09-27
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-10-27,2024-04-23,8,109.66,1,2023-10-27
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-11-26,2024-04-23,8,69.5,1,2023-11-26
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-12-26,2024-04-23,8,120.89,1,2023-12-26
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-01-25,2024-04-23,8,163.01,1,2024-01-25
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-02-24,2024-04-23,8,129.11,1,2024-02-24
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-03-25,2024-04-23,8,61.05,1,2024-03-25
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-05-12,2024-08-26,9,53.0,1,2024-05-12
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-06-11,2024-08-26,9,97.49,1,2024-06-11
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-07-11,2024-08-26,9,108.13,1,2024-07-11
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2024-08-10,2024-08-26,9,54.76,1,2024-08-10
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-10-07,2024-02-20,10,126.74,1,2023-10-07
5307aad8-c341-499f-8be9-066abc8dc713,Canada,2023-11-06,2024-02-20,10,117.41,1,2023-11-06
