customer_id,region,bill_start_month,bill_end_month,product_id,bill_amount,recurring_flag,bill_month
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-07-20,2025-04-27,1,78.66,1,2024-07-20
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-08-19,2025-04-27,1,100.55,1,2024-08-19
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-09-18,2025-04-27,1,133.76,1,2024-09-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-10-18,2025-04-27,1,66.43,1,2024-10-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-11-17,2025-04-27,1,184.94,1,2024-11-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-12-17,2025-04-27,1,159.81,1,2024-12-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-01-16,2025-04-27,1,87.42,1,2025-01-16
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-02-15,2025-04-27,1,131.89,1,2025-02-15
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-03-17,2025-04-27,1,199.68,1,2025-03-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-04-16,2025-04-27,1,115.25,1,2025-04-16
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2023-09-19,2024-05-03,2,121.27,1,2023-09-19
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2023-10-19,2024-05-03,2,66.35,1,2023-10-19
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2023-11-18,2024-05-03,2,156.5,1,2023-11-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2023-12-18,2024-05-03,2,71.77,1,2023-12-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-01-17,2024-05-03,2,143.35,1,2024-01-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-02-16,2024-05-03,2,82.48,1,2024-02-16
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-03-17,2024-05-03,2,105.83,1,2024-03-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-04-16,2024-05-03,2,106.58,1,2024-04-16
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-05-19,2024-10-08,3,122.39,1,2024-05-19
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-06-18,2024-10-08,3,145.18,1,2024-06-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-07-18,2024-10-08,3,58.98,1,2024-07-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-08-17,2024-10-08,3,138.49,1,2024-08-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-09-16,2024-10-08,3,164.01,1,2024-09-16
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-05-22,2025-01-04,4,152.28,1,2024-05-22
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-06-21,2025-01-04,4,168.31,1,2024-06-21
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-07-21,2025-01-04,4,151.65,1,2024-07-21
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-08-20,2025-01-04,4,91.9,1,2024-08-20
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-09-19,2025-01-04,4,52.78,1,2024-09-19
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-10-19,2025-01-04,4,123.7,1,2024-10-19
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-11-18,2025-01-04,4,82.06,1,2024-11-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-12-18,2025-01-04,4,75.29,1,2024-12-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-07-21,2024-09-12,5,143.22,1,2024-07-21
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-08-20,2024-09-12,5,117.43,1,2024-08-20
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-03-07,2024-10-21,6,176.83,1,2024-03-07
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-04-06,2024-10-21,6,182.66,1,2024-04-06
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-05-06,2024-10-21,6,191.08,1,2024-05-06
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-06-05,2024-10-21,6,84.88,1,2024-06-05
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-07-05,2024-10-21,6,149.12,1,2024-07-05
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-08-04,2024-10-21,6,66.6,1,2024-08-04
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-09-03,2024-10-21,6,97.78,1,2024-09-03
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-10-03,2024-10-21,6,195.74,1,2024-10-03
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-02-26,2025-02-13,7,122.04,1,2024-02-26
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-03-27,2025-02-13,7,62.84,1,2024-03-27
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-04-26,2025-02-13,7,125.11,1,2024-04-26
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-05-26,2025-02-13,7,144.47,1,2024-05-26
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-06-25,2025-02-13,7,71.94,1,2024-06-25
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-07-25,2025-02-13,7,189.83,1,2024-07-25
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-08-24,2025-02-13,7,194.52,1,2024-08-24
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-09-23,2025-02-13,7,188.32,1,2024-09-23
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-10-23,2025-02-13,7,125.45,1,2024-10-23
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-11-22,2025-02-13,7,96.34,1,2024-11-22
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-12-22,2025-02-13,7,97.47,1,2024-12-22
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-01-21,2025-02-13,7,122.16,1,2025-01-21
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-05-21,2025-03-23,8,98.81,1,2024-05-21
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-06-20,2025-03-23,8,176.02,1,2024-06-20
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-07-20,2025-03-23,8,196.96,1,2024-07-20
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-08-19,2025-03-23,8,54.17,1,2024-08-19
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-09-18,2025-03-23,8,150.67,1,2024-09-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-10-18,2025-03-23,8,148.37,1,2024-10-18
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-11-17,2025-03-23,8,82.3,1,2024-11-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-12-17,2025-03-23,8,78.62,1,2024-12-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-01-16,2025-03-23,8,50.28,1,2025-01-16
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-02-15,2025-03-23,8,191.02,1,2025-02-15
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-03-17,2025-03-23,8,119.68,1,2025-03-17
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-08-08,2025-03-06,9,176.49,1,2024-08-08
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-09-07,2025-03-06,9,71.91,1,2024-09-07
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-10-07,2025-03-06,9,111.51,1,2024-10-07
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-11-06,2025-03-06,9,171.13,1,2024-11-06
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2024-12-06,2025-03-06,9,81.97,1,2024-12-06
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-01-05,2025-03-06,9,157.65,1,2025-01-05
bbdcf918-1b6d-4b7b-91b9-340186cc5dba,France,2025-02-04,2025-03-06,9,193.87,1,2025-02-04
